sex,height,weight
F,1.73,75.8
F,1.8,68.1
F,1.63,62.5
M,1.69,113.7
F,1.62,53.1
F,1.57,55.0
F,1.75,56.2
F,1.69,65.2
F,1.84,88.3
M,1.6,69.9
M,1.63,56.9
M,1.87,64.1
M,1.77,83.4
F,1.49,62.8
M,1.5,63.7
F,1.66,55.1
M,1.82,67.7
F,1.74,82.6
M,1.93,82.6
F,1.65,70.0
M,1.8,92.5
M,1.67,76.9
F,1.69,59.7
F,1.6,99.1
M,1.75,62.5
M,1.76,67.7
F,1.79,70.6
F,1.56,92.2
F,1.56,51.0
M,1.91,80.9
F,1.68,64.7
F,1.77,73.6
F,1.51,47.3
M,1.65,56.7
M,1.67,80.3
F,1.59,56.6
F,1.71,69.8
F,1.82,80.8
F,1.49,53.0
M,1.69,68.3
M,1.77,65.2
M,1.67,71.5
F,1.56,69.9
F,1.49,85.6
M,2.0,104.2
F,1.54,51.1
F,1.74,74.2
F,1.49,63.4
F,1.81,76.8
F,1.56,41.1
M,1.81,89.4
F,1.52,56.6
M,1.71,55.0
M,1.78,87.7
F,1.72,76.9
M,1.74,50.7
M,1.82,62.0
F,1.43,58.8
F,1.73,84.8
F,1.66,70.8
M,1.8,113.6
F,1.5,54.3
M,1.86,125.3
F,1.81,124.3
F,1.53,64.0
M,1.83,86.2
M,1.75,93.6
M,1.89,81.2
M,1.58,52.3
F,1.57,83.7
M,1.82,74.3
M,1.73,69.6
M,1.54,51.7
M,2.01,125.6
M,1.9,79.2
F,1.53,52.9
F,1.7,56.7
M,1.61,100.9
M,1.83,67.3
F,1.61,71.4
M,1.77,65.5
M,1.8,83.2
F,1.74,81.8
F,1.66,50.7
M,1.7,67.8
F,1.42,44.8
F,1.71,110.3
M,1.56,61.3
F,1.7,54.9
M,1.79,91.0
M,1.65,69.0
F,1.64,49.8
F,1.49,66.9
M,1.72,68.4
M,1.86,81.2
M,1.73,78.7
M,1.85,96.7
M,1.77,73.9
F,1.68,71.9
F,1.6,71.3
F,1.65,69.6
M,1.71,68.2
F,1.77,69.4
M,1.78,59.5
M,1.62,77.7
M,1.76,72.8
F,1.77,65.9
M,1.94,90.6
M,1.88,77.8
F,1.66,76.9
M,1.65,53.2
F,1.61,43.2
F,1.71,62.2
M,1.69,54.9
F,1.59,58.5
M,1.74,85.5
F,1.71,106.0
M,1.79,62.3
M,1.69,73.2
F,1.5,50.2
F,1.75,66.8
F,1.7,82.7
F,1.56,67.4
M,1.83,98.2
M,1.84,54.4
M,1.61,71.2
M,1.99,96.0
M,1.91,105.9
M,1.65,84.5
M,1.8,94.9
F,1.61,48.3
F,1.54,68.0
F,1.64,82.9
F,1.82,80.6
M,1.67,62.7
F,1.69,55.8
M,1.8,64.1
M,1.69,72.0
M,1.67,60.0
F,1.54,65.1
M,1.78,63.1
M,1.83,69.0
F,1.48,35.8
F,1.75,91.5
F,1.7,60.9
M,1.83,106.0
F,1.81,54.2
M,1.61,70.5
M,1.78,77.3
F,1.48,50.0
F,1.61,65.9
M,1.75,62.2
M,1.54,39.4
F,1.59,83.5
M,1.62,51.2
M,1.7,77.3
M,1.86,79.1
M,1.73,64.1
M,1.53,51.4
F,1.88,72.0
M,1.71,85.1
F,1.6,52.6
F,1.66,74.4
M,1.81,72.0
M,1.69,79.0
M,1.78,89.6
F,1.57,60.7
F,1.67,52.8
F,1.74,82.3
F,1.8,91.7
F,1.77,88.2
M,1.68,62.3
F,1.54,57.2
M,1.69,57.2
M,1.8,89.5
M,1.76,64.8
F,1.71,64.5
M,1.87,73.5
M,1.87,103.9
M,1.76,92.3
F,1.65,71.3
F,1.46,51.1
M,1.74,83.1
F,1.61,66.0
F,1.66,81.7
F,1.56,48.8
F,1.67,66.2
F,1.51,68.4
M,1.53,54.9
M,1.6,58.9
F,1.62,82.4
M,1.81,87.4
M,1.62,66.1
F,1.61,49.0
F,1.58,49.2
M,1.71,64.3
F,1.51,63.7
M,1.74,67.8
F,1.9,68.9
M,1.61,50.4
F,1.65,88.6
F,1.66,57.1
M,1.92,85.7
M,1.83,63.7
M,1.66,77.6
F,1.68,102.0
M,1.95,86.0
M,1.81,66.5
M,1.73,64.1
M,1.68,67.3
F,1.57,54.1
M,1.82,90.3
M,1.65,66.2
M,1.75,97.3
F,1.75,75.0
M,1.77,68.4
M,1.63,74.1
F,1.48,61.0
F,1.55,49.7
M,1.75,86.9
M,1.85,73.6
F,1.61,53.6
M,1.68,67.7
M,1.93,89.0
F,1.73,114.1
F,1.65,99.2
F,1.62,60.2
M,1.83,81.3
M,1.64,58.5
M,1.71,86.2
F,1.59,57.0
F,1.75,71.3
M,1.75,62.1
M,1.86,102.7
F,1.6,55.8
M,1.88,70.5
M,1.69,58.5
F,1.6,49.9
F,1.69,54.8
F,1.72,85.6
M,1.9,87.9
M,1.8,82.3
M,1.72,86.0
M,1.85,73.2
F,1.56,62.3
M,1.87,77.4
F,1.44,40.7
F,1.76,62.7
F,1.57,58.6
M,1.77,91.7
F,1.57,68.9
F,1.54,50.5
M,1.84,80.8
F,1.81,92.6
M,1.63,58.7
F,1.6,50.6
M,1.69,80.1
M,1.77,108.5
M,1.62,57.9
F,1.59,70.0
F,1.49,53.6
F,1.73,78.5
F,1.51,66.2
F,1.75,69.8
F,1.68,82.2
M,1.71,76.2
F,1.58,48.9
M,1.79,59.9
M,1.66,80.9
F,1.65,64.4
M,1.89,127.6
F,1.66,65.8
F,1.69,70.6
F,1.68,93.8
M,1.79,67.6
F,1.75,66.8
M,1.86,85.4
M,1.67,69.2
F,1.52,52.3
F,1.67,74.4
F,1.65,103.1
F,1.72,72.9
M,1.76,117.2
F,1.52,54.4
F,1.86,99.4
F,1.64,47.4
M,1.74,76.8
M,1.78,78.1
F,1.72,72.6
F,1.59,67.0
F,1.6,96.1
F,1.69,73.3
M,1.85,90.8
M,1.55,45.3
F,1.61,54.5
M,1.67,62.9
F,1.72,68.3
F,1.58,55.4
M,1.92,81.4
F,1.64,57.2
M,1.64,73.5
F,1.69,55.5
F,1.72,87.5
M,1.69,61.0
F,1.56,51.0
M,2.0,105.0
M,1.67,64.4
F,1.72,72.5
F,1.63,57.5
F,1.61,69.9
F,1.66,66.0
F,1.67,109.3
F,1.63,60.6
F,1.61,72.1
F,1.54,52.1
F,1.44,42.1
F,1.54,45.7
F,1.67,106.9
M,1.76,60.3
F,1.69,72.0
M,1.91,78.3
M,1.72,71.0
M,1.63,78.2
M,1.57,48.8
M,1.76,118.0
M,1.65,54.5
F,1.64,62.4
M,1.73,60.3
F,1.72,58.9
M,1.87,96.5
F,1.55,63.8
M,1.74,121.0
M,1.71,79.8
F,1.44,48.3
M,1.73,49.2
M,1.75,117.7
M,1.76,66.2
M,1.78,86.1
F,1.46,41.1
M,1.63,74.1
M,1.78,80.7
M,1.65,62.9
F,1.83,81.6
M,1.8,84.5
F,1.77,80.1
M,1.78,80.2
M,2.02,92.4
M,1.87,83.3
F,1.51,69.5
M,1.75,57.3
F,1.5,70.0
F,1.7,57.3
M,1.79,91.8
F,1.53,65.5
M,1.86,97.0
M,1.82,94.7
M,1.68,58.2
F,1.58,68.9
M,1.75,79.1
F,1.73,55.9
M,1.71,102.0
F,1.63,62.6
M,1.82,76.9
F,1.46,50.0
F,1.47,56.1
M,1.85,103.1
M,1.92,130.6
M,1.58,47.9
M,1.84,69.3
M,1.55,49.5
F,1.79,127.5
M,1.57,55.1
M,1.77,72.0
F,1.55,46.5
F,1.58,59.7
F,1.47,42.9
F,1.53,61.1
F,1.73,86.5
F,1.58,51.5
M,1.75,62.6
F,1.66,56.9
M,1.82,91.5
M,1.72,68.4
M,1.81,67.9
F,1.79,85.2
M,1.65,46.0
M,1.96,95.2
F,1.59,68.6
M,1.78,87.6
M,1.64,59.7
M,1.8,62.1
M,1.69,53.1
M,1.87,100.0
M,1.92,59.3
M,1.76,61.1
M,1.79,81.2
M,1.7,72.3
F,1.75,83.6
F,1.68,68.5
M,1.74,67.1
F,1.69,53.6
F,1.6,64.4
M,1.7,54.0
M,1.66,52.3
F,1.71,58.5
M,1.8,83.8
F,1.77,86.4
F,1.47,66.7
M,1.73,67.7
F,1.54,58.7
M,1.78,81.2
F,1.48,41.3
M,1.74,98.9
F,1.7,67.6
F,1.59,68.0
M,1.75,71.4
F,1.41,44.5
F,1.6,67.4
F,1.69,74.5
M,1.94,71.1
M,1.73,108.1
M,1.96,141.7
M,1.75,63.2
F,1.51,85.9
M,1.83,87.5
M,1.56,51.6
F,1.62,71.6
M,1.79,67.9
M,1.57,51.7
F,1.73,112.9
M,1.82,111.7
M,1.59,63.5
M,1.71,46.8
M,1.85,92.0
M,1.73,59.8
M,1.75,89.7
M,1.66,101.8
M,1.66,65.0
F,1.39,55.4
M,1.8,52.7
M,1.85,55.0
M,1.61,56.8
M,1.88,65.5
F,1.36,38.8
M,1.65,51.0
M,1.87,92.0
M,1.79,65.8
F,1.57,82.9
M,1.91,83.5
F,1.79,95.7
F,1.73,87.1
F,1.6,84.2
M,1.7,83.5
F,1.65,63.7
F,1.78,73.8
F,1.7,59.6
F,1.7,58.2
F,1.62,85.2
F,1.54,58.2
M,1.67,75.8
M,1.93,101.8
F,1.59,53.6
M,1.89,90.7
F,1.55,48.3
M,1.73,65.0
M,1.73,78.6
M,1.72,56.1
F,1.7,77.9
M,1.88,93.6
M,1.66,106.4
F,1.63,57.4
M,1.73,66.2
F,1.59,69.3
F,1.75,83.2
M,1.78,64.7
F,1.71,61.4
M,1.7,74.5
F,1.74,79.6
M,1.74,62.3
F,1.68,56.7
F,1.62,71.9
F,1.7,75.8
M,1.8,96.4
M,1.75,70.2
M,1.69,100.9
F,1.52,46.8
F,1.66,80.3
F,1.65,60.0
M,1.69,73.1
M,1.82,76.4
F,1.58,79.5
M,1.78,89.7
M,1.77,70.0
M,1.59,61.8
F,1.74,73.8
M,1.71,86.7
F,1.73,84.9
F,1.46,54.4
F,1.55,48.7
F,1.65,57.2
M,1.68,55.1
F,1.57,72.2
M,1.85,57.7
F,1.64,54.5
F,1.6,57.2
F,1.64,55.6
M,1.66,52.9
F,1.59,73.3
F,1.66,70.4
M,1.78,109.0
M,1.91,101.5
F,1.64,77.3
F,1.58,73.1
F,1.62,64.8
M,1.85,65.3
F,1.48,63.9
M,1.71,60.1
M,1.98,115.7
M,1.75,74.3
M,1.82,74.5
M,1.62,52.3
F,1.72,55.8
F,1.48,65.4
M,1.64,69.4
F,1.64,77.8
M,1.75,106.6
M,1.73,108.9
M,1.82,66.3
M,1.79,107.2
M,1.76,83.2
M,1.75,73.6
F,1.66,77.3
M,1.73,81.0
F,1.59,70.8
F,1.65,56.1
M,1.72,81.0
F,1.73,110.6
M,1.53,46.2
F,1.48,45.6
F,1.61,62.8
M,1.62,69.8
M,1.61,65.7
F,1.7,60.4
M,1.62,86.4
F,1.71,110.6
M,1.84,67.4
F,1.58,51.1
M,1.8,58.0
F,1.81,62.0
M,1.84,84.7
F,1.82,59.0
F,1.74,74.8
M,1.68,58.7
M,1.73,68.1
M,1.75,66.7
M,1.73,62.9
F,1.69,80.0
F,1.71,78.2
M,1.7,112.9
F,1.57,53.3
F,1.53,71.6
F,1.76,65.3
F,1.55,56.5
M,1.69,89.7
M,1.84,103.3
M,1.82,70.6
M,1.86,114.6
M,1.72,61.8
M,1.77,93.3
M,1.72,80.3
M,1.76,93.4
F,1.35,52.4
F,1.81,67.8
M,1.93,114.2
M,1.71,60.7
F,1.69,73.0
F,1.59,57.5
F,1.74,77.4
M,1.68,60.7
M,1.69,57.5
M,1.6,44.0
F,1.53,48.0
M,1.74,86.3
M,1.96,94.3
M,1.81,61.1
M,1.86,64.1
F,1.63,62.9
M,1.77,62.0
M,1.68,65.5
F,1.74,93.4
M,1.75,89.9
F,1.5,52.4
M,1.71,58.9
F,1.76,72.8
M,1.76,78.7
F,1.47,64.5
F,1.71,85.8
F,1.72,80.8
M,1.69,62.4
M,1.74,77.1
F,1.58,41.2
F,1.45,43.4
M,1.76,78.2
F,1.48,62.9
F,1.54,56.2
M,1.79,64.7
M,1.68,61.2
F,1.39,57.0
M,1.56,57.7
M,1.78,71.8
M,1.73,67.3
M,1.9,81.7
F,1.74,72.0
F,1.71,114.5
F,1.67,79.3
F,1.63,54.0
M,1.9,75.7
M,1.74,73.7
M,1.66,60.7
M,1.78,69.9
M,1.6,54.3
F,1.57,55.5
M,1.88,70.0
F,1.67,77.6
F,1.68,69.1
F,1.72,85.2
M,1.68,70.7
F,1.57,52.0
M,1.81,68.6
M,1.82,67.8
F,1.57,89.9
M,1.76,77.1
F,1.58,64.0
F,1.59,73.6
F,1.65,62.4
F,1.55,45.5
M,1.72,66.8
M,1.61,63.5
M,1.82,76.3
F,1.68,63.9
F,1.52,82.5
M,1.76,70.7
F,1.66,106.7
M,1.74,61.7
F,1.85,65.6
F,1.65,70.2
M,1.73,64.4
M,1.81,68.8
F,1.58,64.2
M,1.95,100.3
F,1.57,54.7
F,1.59,73.3
F,1.67,91.6
F,1.5,43.5
M,1.67,59.0
M,1.76,90.4
M,1.61,52.6
M,2.1,151.2
F,1.71,65.9
M,1.88,76.0
F,1.58,67.8
F,1.71,62.9
M,1.65,104.0
F,1.61,57.0
F,1.64,71.0
F,1.6,50.2
M,1.77,84.7
F,1.6,57.2
F,1.5,65.9
M,1.77,74.0
M,1.74,85.1
M,1.77,75.1
M,1.76,77.7
F,1.69,53.4
F,1.75,106.2
F,1.59,97.2
F,1.61,73.4
F,1.64,70.0
M,1.82,68.9
M,1.82,98.6
M,1.87,100.7
M,1.75,68.6
F,1.69,70.7
F,1.53,51.7
F,1.48,54.4
F,1.63,59.6
F,1.56,53.2
M,1.95,67.2
M,1.85,64.6
F,1.42,32.4
M,1.94,100.6
M,1.68,89.1
F,1.57,40.3
M,1.74,70.5
F,1.42,64.2
F,1.64,70.1
F,1.59,58.0
F,1.64,98.5
M,1.58,52.3
M,1.7,69.4
M,1.82,63.1
M,1.68,77.1
F,1.45,55.8
M,1.75,91.4
M,1.89,99.2
F,1.53,75.3
M,1.81,89.2
F,1.74,95.4
M,1.67,74.6
F,1.73,100.1
F,1.75,74.0
F,1.58,48.5
M,1.81,93.1
F,1.5,58.7
M,1.77,82.7
M,1.73,87.9
F,1.66,51.0
F,1.67,99.7
M,1.62,48.8
M,1.65,89.4
F,1.63,87.0
M,1.78,91.1
M,1.71,92.9
M,1.52,68.4
F,1.51,57.6
M,1.89,81.9
M,1.67,55.9
M,1.73,109.0
M,1.69,69.4
F,1.65,65.4
M,1.64,59.7
F,1.67,72.7
M,1.72,68.6
F,1.53,51.3
M,1.76,61.0
M,1.85,78.8
F,1.41,67.0
M,1.56,66.7
M,1.79,65.9
M,1.81,89.6
M,1.72,65.1
F,1.76,73.0
F,1.61,70.3
M,1.78,94.7
M,1.64,52.1
M,1.63,73.6
F,1.56,48.6
F,1.66,79.5
F,1.57,51.5
M,1.69,60.7
M,1.7,82.8
F,1.77,98.8
M,1.66,59.8
M,1.88,87.2
F,1.53,47.4
M,1.84,87.3
F,1.72,59.5
F,1.64,62.3
M,1.85,92.2
F,1.74,76.3
M,1.69,59.5
F,1.76,58.6
M,1.75,103.8
F,1.67,54.8
F,1.63,63.5
F,1.73,72.8
M,1.86,69.5
M,1.78,70.8
F,1.62,66.7
F,1.52,62.3
M,1.78,60.0
M,1.83,82.3
M,1.71,55.0
M,1.84,71.4
M,1.65,83.6
F,1.72,96.7
M,1.65,73.5
F,1.62,71.9
M,1.73,80.2
F,1.69,83.0
F,1.64,76.9
F,1.56,58.9
F,1.67,57.9
F,1.58,95.7
F,1.89,70.8
F,1.83,74.2
F,1.43,42.9
M,1.82,71.2
M,1.8,93.5
F,1.65,82.2
F,1.76,51.8
M,1.88,95.5
F,1.8,121.1
F,1.66,72.1
M,1.83,71.7
F,1.62,93.1
F,1.8,92.6
F,1.78,93.7
M,1.66,72.6
M,1.75,90.3
M,1.83,73.3
F,1.65,54.6
F,1.68,76.7
M,1.71,82.0
M,1.74,98.2
F,1.49,42.8
F,1.67,75.0
F,1.65,66.9
F,1.53,66.2
F,1.66,62.9
F,1.64,59.2
F,1.7,61.1
M,1.74,102.4
F,1.51,50.5
M,1.79,88.7
M,1.72,63.8
F,1.53,62.2
F,1.41,59.8
F,1.76,89.4
F,1.62,49.9
F,1.67,67.9
M,1.95,75.2
M,1.74,61.2
M,1.8,84.8
M,1.8,61.8
F,1.7,55.4
M,1.72,76.9
F,1.44,48.0
M,1.73,77.3
F,1.61,93.4
F,1.44,42.3
M,1.86,72.4
M,1.6,49.0
F,1.52,64.0
M,1.62,104.0
F,1.58,48.4
F,1.69,77.5
M,1.82,72.3
M,1.77,76.4
M,1.71,72.3
F,1.36,50.2
F,1.7,70.0
M,1.84,99.5
M,1.58,44.3
M,1.75,79.5
M,1.75,77.9
F,1.61,53.0
M,1.71,56.8
M,1.54,47.0
M,1.77,93.4
M,1.89,85.3
F,1.69,83.6
F,1.65,53.6
M,1.79,75.1
F,1.59,99.0
F,1.61,83.5
M,1.71,59.2
F,1.66,71.2
M,1.7,67.3
F,1.44,40.6
M,1.83,80.4
F,1.75,75.6
F,1.54,47.4
F,1.48,42.4
M,1.78,86.0
M,1.8,85.7
M,1.75,98.7
M,1.87,104.4
F,1.46,34.3
M,1.98,110.4
F,1.56,63.0
F,1.4,38.0
M,1.58,61.2
F,1.75,85.8
M,1.84,92.2
F,1.57,56.9
F,1.59,50.9
M,1.88,132.9
F,1.74,79.7
M,1.55,57.8
M,1.8,102.7
F,1.64,67.9
M,1.86,80.8
F,1.63,70.6
F,1.55,50.2
M,1.7,69.5
M,1.77,93.3
F,1.74,88.5
F,1.74,63.4
M,1.59,70.8
F,1.73,76.5
M,1.94,112.3
F,1.52,47.5
F,1.63,76.2
F,1.62,42.4
M,1.87,102.5
M,1.7,64.6
F,1.68,78.5
F,1.6,56.9
F,1.82,70.5
M,1.79,76.5
F,1.51,65.6
M,1.85,76.5
F,1.49,56.8
F,1.52,46.4
M,1.69,64.6
M,1.63,78.8
M,1.98,96.6
F,1.61,49.2
M,1.9,83.8
M,1.82,62.9
M,1.71,67.4
F,1.68,79.2
M,1.91,83.9
M,1.71,86.1
M,1.68,63.6
F,1.61,63.4
M,1.67,68.9
F,1.62,76.2
F,1.61,77.0
M,1.78,105.9
F,1.74,61.9
M,1.89,104.3
F,1.56,62.6
F,1.61,96.1
F,1.75,75.0
M,1.76,75.9
F,1.66,88.4
M,1.69,108.6
M,1.83,76.0
F,1.66,80.4
F,1.55,45.5
F,1.57,46.5
F,1.65,57.6
M,1.71,50.4
F,1.67,55.1
M,1.69,76.2
M,1.72,57.6
M,1.86,70.2
M,1.8,89.6
M,1.94,89.5
M,1.76,71.7
F,1.64,70.7
M,1.74,64.3
F,1.89,63.2
F,1.69,69.2
M,1.88,82.7
F,1.71,86.5
F,1.53,65.6
F,1.78,121.4
F,1.61,57.5
F,1.58,67.7
M,1.93,76.8
F,1.65,63.0
M,1.75,109.7
M,1.75,74.4
F,1.55,49.1
M,1.74,67.4
F,1.72,66.2
M,1.63,53.9
M,1.8,60.0
F,1.68,95.8
M,1.87,102.6
M,1.64,75.5
F,1.64,72.3
F,1.52,51.4
F,1.64,57.0
F,1.69,64.7
F,1.69,79.2
M,1.74,87.2
M,1.87,73.2
F,1.4,56.4
F,1.59,68.1
F,1.56,70.8
M,1.81,66.3
F,1.74,82.9
M,1.72,95.0
M,1.75,88.2
F,1.58,53.5
M,1.79,93.6
M,1.79,70.9
M,1.73,56.8
M,1.74,87.1
F,1.55,59.0
F,1.62,69.8
M,1.84,79.1
F,1.51,52.5
M,1.8,93.7
F,1.74,67.7
F,1.54,44.1
F,1.68,103.5
F,1.67,58.4
F,1.7,112.0
F,1.73,72.8
F,1.6,78.9
F,1.73,77.5
M,1.84,96.5
F,1.56,56.0
F,1.71,54.1
F,1.65,64.9
F,1.76,81.2
M,1.78,92.6
M,1.78,110.1
M,1.64,78.0
M,1.7,71.3
M,1.9,105.2
F,1.58,55.9
M,1.8,63.7
F,1.7,102.2
F,1.94,97.4
M,1.91,91.2
F,1.64,74.3
M,1.9,85.6
M,1.87,88.1
M,1.91,104.3
F,1.53,49.4
F,1.63,61.1
F,1.7,78.7
M,1.74,94.2
M,1.85,74.9
F,1.67,61.0
M,1.85,76.3
M,1.67,64.5
M,1.82,80.2
M,1.78,87.7
F,1.63,49.7
F,1.6,62.4
F,1.85,111.8
M,1.92,79.7
M,1.65,61.9
M,1.77,71.1
F,1.54,55.0
M,1.7,78.7
M,1.61,55.3
F,1.59,73.9
M,1.75,73.7
M,1.59,56.2
F,1.62,50.1
F,1.75,64.6
F,1.8,109.9
M,1.8,69.7
M,1.65,70.8
F,1.6,69.8
M,1.92,113.9
F,1.48,64.2
F,1.63,77.9
M,1.69,103.4
M,1.77,64.1
F,1.67,80.8
F,1.68,76.6
M,1.75,59.6
F,1.71,81.8
F,1.64,63.5
M,1.84,77.2
M,1.64,74.0
F,1.6,80.9
M,1.78,91.6
M,1.95,76.4
F,1.62,78.2
M,1.91,100.2
M,1.68,72.5
F,1.82,88.9
M,1.74,61.5
M,1.62,54.6
M,1.7,63.2
F,1.64,101.7
M,1.65,64.2
M,1.94,77.4
F,1.62,51.0
F,1.7,72.6
M,1.73,84.0
F,1.62,77.8
F,1.69,59.3
F,1.73,60.2
M,1.89,103.9
F,1.68,106.6
F,1.55,69.9
M,1.79,91.1
M,1.95,65.1
F,1.61,68.3
F,1.65,92.7
M,1.92,111.4
M,1.69,81.4
F,1.56,67.0
M,1.74,116.9
F,1.61,74.2
M,1.81,127.2
F,1.74,84.3
F,1.53,51.1
M,1.51,46.3
F,1.57,47.5
F,1.64,60.1
F,1.62,47.4
F,1.56,59.9
M,1.88,97.5
M,1.89,104.9
M,1.84,95.2
F,1.38,37.7
M,1.89,135.4
F,1.45,40.5
M,1.79,95.8
F,1.64,67.4
M,1.74,53.3
F,1.69,97.6
M,1.84,74.9
M,1.75,63.9
F,1.53,52.4
M,1.83,97.3
M,1.82,90.2
M,1.88,97.3
F,1.63,71.9
M,1.82,98.4
F,1.53,56.6
F,1.77,62.4
F,1.63,54.3
M,1.82,76.4
F,1.52,60.9
F,1.56,72.5
F,1.57,54.8
M,1.75,53.9
M,1.83,62.8
F,1.71,108.3
F,1.72,74.1
M,1.92,96.1
M,1.7,69.7
F,1.62,72.1
M,1.82,72.1
M,1.68,68.8
F,1.55,65.8
F,1.79,73.5
M,1.87,74.9
M,1.73,71.3
M,1.7,85.5
F,1.75,68.6
M,1.79,103.6
F,1.53,77.9
F,1.77,72.5
M,1.84,100.7
F,1.66,108.9
F,1.76,84.8
M,1.74,65.9
M,1.57,58.0
F,1.56,61.7
F,1.79,59.6
M,1.82,73.7
F,1.71,63.4
F,1.62,64.9
M,1.91,82.8
F,1.68,52.5
M,1.84,69.1
F,1.73,97.6
M,1.75,118.9
M,1.91,145.7
M,1.79,70.7
M,1.68,83.8
M,1.81,87.4
F,1.51,51.3
F,1.59,56.9
F,1.7,53.5
M,1.91,83.0
F,1.71,65.4
M,1.87,85.8
F,1.58,41.1
F,1.62,50.4
M,1.77,67.7
F,1.56,53.0
M,1.76,88.5
F,1.42,37.9
M,1.77,65.2
F,1.57,58.3
F,1.58,54.9
F,1.54,61.3
M,1.79,75.3
M,1.89,86.9
M,1.69,61.3
F,1.61,67.3
F,1.51,47.7
F,1.47,52.6
M,1.74,89.5
M,1.83,70.9
F,1.67,54.0
M,1.81,84.1
M,1.87,133.3
M,1.75,70.0
F,1.49,40.3
M,1.56,85.8
F,1.44,79.6
M,1.79,68.1
M,1.88,130.1
M,1.67,70.0
M,1.79,127.3
M,1.82,64.2
F,1.6,50.9
F,1.65,60.4
F,1.55,49.9
M,1.74,57.3
F,1.68,71.7
M,1.84,63.0
M,1.86,83.9
F,1.77,60.5
F,1.7,68.5
F,1.6,47.2
F,1.61,67.6
M,1.77,73.8
F,1.75,58.2
F,1.69,64.0
F,1.74,73.0
F,1.45,77.0
M,1.84,102.1
F,1.62,50.8
F,1.77,67.8
F,1.6,62.3
F,1.7,61.3
F,1.73,96.7
M,1.91,139.5
M,1.81,109.1
M,1.89,82.3
M,1.9,96.9
M,1.82,81.5
F,1.69,73.2
F,1.75,119.4
M,1.74,70.0
F,1.71,105.1
F,1.62,59.6
M,1.71,114.6
M,1.8,60.2
M,1.74,66.4
M,1.69,81.3
F,1.59,69.0
M,1.8,80.5
M,1.62,55.8
M,1.8,96.8
F,1.85,103.7
M,1.84,63.7
M,1.71,114.5
F,1.65,67.0
F,1.61,103.6
F,1.6,72.5
M,1.79,101.6
F,1.52,51.2
M,1.78,118.1
F,1.73,85.5
F,1.51,63.1
F,1.7,59.9
F,1.48,51.6
F,1.68,71.1
F,1.78,75.1
M,1.73,75.9
F,1.65,63.7
M,1.71,83.4
F,1.54,51.1
M,1.75,70.4
F,1.72,62.6
F,1.78,69.8
M,1.92,77.4
M,1.97,69.2
F,1.61,71.9
M,1.73,81.6
F,1.85,85.8
F,1.78,84.4
M,1.98,132.6
F,1.62,59.4
M,1.8,61.3
F,1.56,53.8
F,1.55,70.5
M,1.76,65.8
M,1.78,77.5
M,1.84,84.9
F,1.53,64.5
M,1.74,76.4
F,1.81,89.7
M,1.51,66.8
F,1.61,63.5
M,1.83,93.0
M,1.83,85.4
F,1.62,71.2
F,1.66,65.9
M,1.8,90.7
M,1.86,97.4
M,1.87,91.5
F,1.6,51.5
M,1.74,80.0
M,1.74,83.0
M,1.9,67.7
M,1.7,69.3
M,1.8,72.2
M,1.69,60.3
M,1.98,108.3
F,1.47,43.3
M,1.88,79.9
F,1.69,72.0
M,1.76,56.1
M,1.7,68.4
F,1.63,61.9
M,1.66,67.2
M,1.83,83.8
M,1.8,96.3
M,1.87,80.1
F,1.68,104.5
F,1.57,71.7
F,1.49,41.3
M,1.78,52.8
M,1.74,67.0
F,1.56,54.6
F,1.46,41.8
M,1.77,90.1
F,1.8,96.1
F,1.6,61.3
M,1.66,100.4
M,1.68,83.5
F,1.51,58.7
M,1.91,85.0
F,1.62,54.9
F,1.66,51.9
F,1.55,52.8
M,1.84,126.2
F,1.55,51.5
M,2.05,148.8
M,1.88,77.2
F,1.69,64.3
F,1.7,78.0
F,1.79,74.3
M,1.65,52.4
M,1.66,71.2
M,1.82,91.5
M,1.78,74.7
M,1.78,75.2
M,1.81,91.1
M,1.74,69.5
F,1.72,64.1
F,1.74,57.5
F,1.48,53.5
M,1.74,86.3
M,1.74,74.8
M,1.74,98.6
F,1.71,72.5
F,1.68,56.5
F,1.83,98.2
F,1.81,73.3
F,1.56,87.2
M,1.64,79.0
M,1.67,99.2
M,1.64,57.7
M,1.72,59.3
F,1.67,53.3
M,1.74,60.2
F,1.77,81.2
F,1.55,52.1
M,1.84,71.1
M,1.8,72.6
F,1.68,67.9
M,1.7,84.0
F,1.75,66.6
M,1.82,110.4
M,1.8,63.3
F,1.53,37.5
F,1.69,73.8
M,1.58,69.3
M,1.75,86.8
F,1.61,58.3
M,1.69,97.4
F,1.77,78.8
M,1.66,61.2
M,1.75,78.9
F,1.59,79.7
M,1.79,88.8
M,1.74,59.7
M,1.85,69.2
F,1.66,54.9
M,1.74,75.1
F,1.68,73.1
M,1.62,70.0
F,1.61,70.5
M,1.91,77.4
F,1.74,107.1
M,1.75,68.2
M,1.74,79.1
M,1.68,82.3
F,1.81,70.6
F,1.66,75.7
F,1.54,52.3
F,1.56,71.4
M,1.71,73.2
M,1.71,60.3
F,1.72,88.8
M,1.7,80.0
F,1.38,74.3
M,1.76,84.9
M,1.75,71.0
M,1.85,73.9
M,1.69,65.5
F,1.41,47.6
M,1.95,119.4
F,1.69,54.2
M,1.79,62.9
F,1.6,47.9
F,1.73,60.8
M,1.69,91.2
M,1.8,67.4
