sex,height,weight
F,1.56,53.3
F,1.47,44.8
F,1.48,183.3
M,1.98,83.7
F,1.62,73.2
M,1.64,77.0
F,1.51,61.7
F,1.5,43.5
F,1.67,65.5
M,1.78,51.1
F,1.51,174.8
M,1.84,70.5
F,1.62,52.8
F,1.74,72.2
F,1.67,65.2
F,1.74,56.5
F,1.78,83.8
M,1.77,74.5
F,1.59,61.3
M,1.73,88.4
F,1.67,51.9
M,1.71,72.7
M,1.7,56.6
F,1.58,59.6
F,1.7,59.3
F,1.34,36.7
M,1.78,79.2
F,1.7,75.1
M,1.6,188.4
M,1.7,65.6
M,1.85,98.9
M,1.79,73.4
M,1.68,58.6
M,1.82,76.4
F,1.63,61.7
F,1.75,71.9
M,1.74,90.2
F,1.65,52.7
M,1.76,57.9
M,1.71,61.3
F,1.78,87.1
F,1.67,167.3
F,1.61,55.8
M,1.61,55.1
M,1.63,65.6
M,1.68,114.5
F,1.56,60.2
M,1.82,88.7
F,1.89,67.9
M,1.79,90.1
M,1.92,87.3
F,1.62,62.1
M,1.58,53.1
F,1.78,71.4
M,1.73,55.2
F,1.71,86.7
M,1.86,76.5
M,1.73,65.6
F,1.75,75.8
M,1.88,74.7
M,1.9,96.8
M,1.79,67.9
F,1.69,68.4
F,1.53,54.1
F,1.49,60.3
M,1.78,67.4
F,1.71,65.2
M,1.68,81.5
M,1.71,82.7
M,1.66,61.3
F,1.6,68.2
F,1.6,70.8
F,1.67,79.5
F,1.58,48.2
F,1.68,197.2
F,1.5,59.9
M,1.8,70.5
F,1.51,136.3
M,1.69,66.7
M,1.8,93.4
F,1.69,84.9
F,1.68,69.4
F,1.72,169.4
F,1.64,74.9
M,1.69,59.9
F,1.55,61.7
F,1.43,47.0
F,1.56,204.4
F,1.81,79.4
F,1.66,74.2
M,1.69,54.5
M,1.61,48.9
M,1.73,93.5
M,1.67,60.0
M,1.74,75.2
M,1.93,73.4
F,1.57,54.0
F,1.52,64.7
M,1.79,66.3
M,1.97,82.5
M,1.79,86.7
F,1.58,91.7
