sex,height,weight
F,1.67,76.5
F,1.53,50.8
F,1.67,65.9
F,1.44,48.8
M,1.62,66.1
M,1.59,77.6
M,1.54,46.3
M,1.54,49.4
F,1.67,53.7
F,1.62,67.9
F,1.62,100.1
M,1.72,84.0
F,1.39,37.3
M,1.85,69.9
M,1.62,93.1
M,1.67,83.2
M,1.77,86.2
F,1.85,81.4
M,1.8,68.8
F,1.59,48.0
M,1.69,47.8
F,1.74,83.9
M,1.77,101.0
F,1.64,75.5
M,1.58,66.7
F,1.7,96.0
M,1.65,70.7
F,1.64,66.1
M,1.85,81.9
M,1.58,51.8
M,1.71,61.1
M,1.73,78.9
F,1.7,80.5
F,1.55,67.7
F,1.47,40.7
F,1.66,55.6
M,1.9,101.3
M,1.9,106.4
F,1.81,109.6
F,1.61,63.3
M,1.9,92.7
F,1.58,58.8
M,1.56,50.8
F,1.55,66.8
F,1.68,89.3
M,1.69,83.4
M,1.67,66.4
M,1.87,61.6
F,1.5,49.9
M,1.67,55.3
F,1.63,67.8
M,1.7,58.3
M,1.72,68.2
F,1.71,55.3
M,1.84,76.6
F,1.57,59.1
F,1.62,76.5
M,1.79,65.4
F,1.62,59.7
F,1.63,61.4
F,1.69,79.5
M,1.93,110.8
M,1.78,108.5
F,1.71,54.2
M,1.65,88.8
M,1.77,70.4
F,1.46,50.7
F,1.76,83.9
M,1.83,84.9
F,1.53,49.7
F,1.81,93.7
M,1.8,85.8
F,1.76,72.3
F,1.36,41.4
M,1.68,73.7
F,1.77,122.9
F,1.75,58.2
M,1.74,70.2
F,1.57,80.0
F,1.65,78.6
F,1.8,81.9
F,1.5,62.8
M,1.69,53.3
F,1.59,49.4
M,1.86,99.8
M,1.83,66.1
F,1.5,57.1
F,1.64,71.6
F,1.69,77.7
F,1.63,79.3
M,1.65,79.7
M,1.77,87.2
F,1.54,69.4
M,1.73,86.8
F,1.56,52.4
F,1.69,49.2
F,1.74,114.6
M,1.7,81.1
M,1.8,62.3
M,1.79,84.8
F,1.39,56.2
M,1.94,125.4
F,1.61,60.3
F,1.62,103.5
M,1.87,85.4
F,1.66,68.2
F,1.54,55.9
M,1.82,97.2
F,1.65,94.9
M,1.97,112.8
F,1.52,48.6
M,1.7,53.8
M,1.69,60.4
F,1.45,57.7
M,1.8,86.3
F,1.62,75.6
F,1.63,89.3
F,1.58,71.3
M,1.81,72.1
F,1.73,56.3
M,1.63,66.0
F,1.7,77.2
F,1.67,73.6
F,1.82,94.3
F,1.66,53.9
M,1.57,50.9
F,1.67,66.9
F,1.52,81.2
F,1.64,67.0
F,1.58,49.5
F,1.61,65.5
F,1.57,51.4
F,1.55,47.8
F,1.56,71.9
F,1.54,43.9
F,1.64,59.5
M,1.96,96.2
M,1.76,77.6
F,1.71,52.1
M,1.7,69.9
M,1.73,69.2
M,1.72,76.8
F,1.59,76.2
F,1.51,47.3
F,1.62,72.8
M,1.79,89.1
F,1.59,70.6
M,1.77,89.3
M,1.84,93.2
F,1.54,53.3
M,1.76,66.7
F,1.48,47.5
F,1.58,47.0
F,1.51,66.8
F,1.58,68.5
M,1.68,67.0
M,1.78,64.1
M,1.77,113.3
F,1.59,67.7
M,1.75,56.8
M,1.82,67.2
F,1.58,54.7
F,1.67,59.1
M,1.77,83.0
M,1.69,73.3
F,1.55,58.5
M,1.62,67.6
F,1.56,55.0
M,1.74,62.3
F,1.71,59.7
F,1.67,68.1
F,1.63,45.6
F,1.87,121.7
M,1.83,95.0
F,1.6,57.5
M,1.73,64.6
M,1.76,81.3
F,1.59,69.1
M,1.71,65.4
M,1.65,58.3
F,1.77,65.4
M,1.77,60.5
F,1.55,55.0
F,1.59,83.5
F,1.81,89.5
M,1.66,108.5
M,1.74,73.6
M,1.84,123.1
F,1.6,51.1
M,1.73,91.5
M,1.81,66.1
M,1.75,63.6
M,1.8,67.5
M,1.72,66.4
F,1.54,70.8
F,1.65,50.8
F,1.66,72.6
F,1.56,49.3
M,1.78,70.3
M,1.92,83.2
M,1.67,56.1
M,1.83,99.6
M,1.74,69.3
M,1.64,54.1
F,1.59,62.9
M,1.71,62.0
M,1.64,71.3
F,1.64,49.9
M,1.7,91.6
M,1.72,68.1
F,1.65,77.0
M,1.83,59.0
M,1.72,92.6
F,1.79,73.5
M,1.83,95.0
F,1.7,72.4
F,1.66,79.2
F,1.75,85.9
M,1.71,61.3
M,1.78,65.2
F,1.76,69.1
F,1.43,55.2
M,1.82,74.6
F,1.51,53.8
F,1.67,53.4
M,1.79,110.4
F,1.82,70.8
M,1.72,78.3
F,1.68,74.8
M,1.76,89.7
F,1.57,44.9
M,1.71,87.4
F,1.86,115.6
M,1.78,86.4
F,1.41,55.2
M,1.88,72.0
F,1.61,70.8
M,1.58,55.7
M,1.74,67.7
M,1.6,63.5
M,1.45,66.4
M,1.74,75.1
F,1.59,79.7
F,1.52,55.1
M,1.73,73.2
M,1.68,85.3
M,1.7,98.7
F,1.56,46.4
M,2.02,116.4
M,1.91,99.4
M,1.75,65.6
F,1.7,57.6
F,1.46,53.0
M,1.83,82.3
M,1.77,91.9
F,1.57,90.3
M,1.71,62.3
M,1.73,59.6
F,1.8,90.6
F,1.48,46.2
M,1.79,102.0
M,1.75,78.5
M,1.74,69.1
F,1.69,66.8
F,1.78,66.1
F,1.5,89.6
F,1.66,89.5
M,1.84,86.4
F,1.56,49.7
M,1.72,69.6
F,1.62,77.2
M,1.62,53.4
F,1.61,60.0
F,1.63,51.4
M,1.87,90.9
F,1.75,85.4
M,1.82,85.6
M,1.73,67.1
F,1.74,84.9
M,1.64,63.2
M,1.98,94.1
M,1.86,72.2
F,1.75,73.7
M,1.81,74.3
F,1.57,54.8
M,1.73,65.0
F,1.7,72.5
F,1.69,74.8
F,1.58,69.8
M,1.79,71.2
M,1.83,82.3
F,1.58,97.2
M,1.64,100.4
M,1.76,79.5
M,1.9,124.5
F,1.63,65.7
F,1.49,41.3
F,1.73,82.7
M,1.73,59.0
F,1.55,71.6
M,1.76,112.2
F,1.61,54.6
F,1.7,62.6
F,1.62,67.9
F,1.57,47.6
F,1.84,128.2
F,1.71,106.6
M,1.8,60.2
M,1.98,115.0
M,1.75,75.9
M,1.67,60.1
F,1.6,57.9
F,1.54,59.5
F,1.42,47.6
M,1.92,101.7
M,1.78,88.5
M,1.92,117.3
F,1.57,49.9
M,1.87,126.5
M,1.68,76.2
M,1.75,73.1
M,1.85,116.8
M,1.8,79.1
F,1.38,42.6
F,1.54,64.5
F,1.67,55.3
F,1.56,48.2
M,1.88,96.8
F,1.68,75.8
M,1.69,63.2
F,1.65,78.5
F,1.68,85.6
M,1.82,78.2
F,1.57,66.5
M,1.83,82.0
M,1.53,48.5
M,1.79,62.5
F,1.63,50.4
F,1.75,90.0
M,1.74,58.4
M,1.7,54.7
F,1.69,65.3
F,1.69,84.1
M,1.66,61.8
M,1.57,56.8
F,1.5,57.0
M,1.87,85.3
M,1.72,78.4
F,1.55,80.1
F,1.74,70.4
M,1.76,104.5
F,1.62,51.5
F,1.76,90.8
M,1.6,97.9
M,1.72,50.4
M,1.8,82.0
M,1.6,58.2
M,1.6,69.8
M,1.74,72.9
M,1.69,77.9
F,1.51,60.6
M,1.92,73.0
M,1.92,107.7
F,1.43,49.2
M,1.66,51.8
F,1.64,78.2
F,1.63,54.8
M,1.72,104.0
M,1.79,64.5
M,1.61,76.3
M,1.75,120.5
F,1.6,50.1
F,1.63,56.0
F,1.47,41.5
F,1.61,62.2
F,1.68,52.9
M,1.74,67.2
F,1.64,79.8
M,1.68,68.4
M,1.7,83.9
M,1.84,89.8
F,1.75,74.2
M,1.76,85.1
F,1.58,63.0
M,1.96,86.1
M,1.55,68.0
M,1.71,76.3
M,1.75,91.5
M,1.7,53.7
F,1.66,71.3
F,1.66,66.3
M,1.59,73.3
F,1.57,61.8
F,1.58,71.6
F,1.64,76.4
F,1.66,96.9
F,1.51,70.3
M,1.89,123.8
M,1.73,71.3
F,1.62,54.5
M,1.66,75.1
F,1.59,56.0
F,1.51,43.6
F,1.66,59.0
M,1.61,60.2
F,1.49,43.7
F,1.68,73.8
F,1.69,70.9
M,1.79,64.6
M,1.82,69.0
F,1.62,80.3
M,1.81,111.1
F,1.57,48.7
M,1.79,75.0
F,1.67,82.5
M,1.83,94.1
F,1.61,74.8
M,1.78,99.4
M,1.73,69.8
M,1.78,89.1
M,1.82,94.0
M,1.78,65.2
M,1.63,103.3
F,1.5,85.0
M,1.69,63.6
M,1.67,61.5
F,1.6,52.8
F,1.65,60.8
F,1.77,68.2
F,1.63,51.0
M,1.65,60.6
M,1.66,58.2
F,1.88,98.0
F,1.7,66.4
M,1.56,54.6
F,1.46,81.4
F,1.41,38.0
F,1.56,52.1
F,1.8,66.5
M,1.71,85.4
F,1.56,48.4
F,1.62,51.3
F,1.56,59.7
M,1.76,58.4
M,1.7,64.1
M,1.66,67.3
M,1.72,57.8
M,1.81,97.3
M,1.9,105.2
F,1.56,51.3
M,1.87,117.9
M,1.67,82.2
M,1.62,59.2
M,1.69,80.2
F,1.65,66.6
M,1.65,45.3
F,1.58,54.3
F,1.47,47.8
F,1.64,103.5
M,1.73,78.9
F,1.52,89.2
F,1.68,58.5
F,1.68,76.1
M,1.88,85.1
M,1.81,83.6
F,1.82,98.8
F,1.65,70.9
M,1.93,87.1
F,1.57,69.8
M,1.91,72.0
F,1.56,64.9
M,1.63,76.8
M,1.82,95.8
F,1.5,47.1
F,1.39,54.5
M,1.83,82.1
M,1.62,51.3
F,1.63,76.8
M,1.72,57.8
F,1.74,116.8
M,1.91,139.7
F,1.81,111.1
F,1.61,55.9
F,1.51,84.2
F,1.6,47.8
F,1.62,52.1
F,1.59,48.4
M,1.75,61.4
F,1.65,78.1
F,1.64,63.5
F,1.51,63.6
M,1.92,76.0
F,1.58,51.9
M,1.78,60.5
M,1.72,71.3
F,1.59,56.2
M,1.77,91.0
M,1.88,116.5
F,1.43,44.3
F,1.71,78.8
F,1.58,73.4
F,1.59,71.5
M,1.94,91.0
F,1.72,104.4
F,1.67,97.2
M,1.7,64.8
M,1.74,60.8
M,1.86,100.6
F,1.65,92.6
M,1.62,63.6
F,1.68,62.8
M,1.9,74.3
M,1.6,70.1
M,1.64,51.0
F,1.74,116.5
F,1.64,71.7
M,1.71,61.8
F,1.6,61.3
M,1.86,72.4
F,1.39,50.6
F,1.58,61.1
M,1.85,106.9
F,1.7,68.9
M,1.75,75.2
M,1.72,86.8
F,1.68,104.8
F,1.64,56.0
F,1.73,56.2
M,1.59,73.5
M,1.71,62.7
F,1.67,57.8
M,1.82,114.7
F,1.52,48.8
F,1.44,43.5
F,1.46,44.5
F,1.69,102.7
F,1.58,53.8
M,1.95,84.8
F,1.86,101.7
F,1.74,87.4
F,1.81,63.8
M,1.78,115.0
M,1.68,71.6
F,1.59,47.7
M,1.87,76.1
M,1.75,61.7
F,1.66,63.6
M,1.88,126.6
M,1.86,92.1
F,1.75,101.9
F,1.61,52.1
F,1.56,65.0
F,1.71,67.9
M,1.76,72.1
F,1.64,62.7
M,1.91,135.6
F,1.71,65.3
F,1.69,100.6
F,1.66,51.7
M,1.7,56.8
M,1.88,131.6
F,1.44,43.7
M,1.87,70.7
F,1.72,68.6
F,1.63,58.5
M,1.69,50.2
F,1.49,50.4
M,1.85,81.1
F,1.72,84.1
F,1.69,72.0
M,1.79,59.3
M,1.63,57.6
F,1.6,61.5
M,1.92,107.6
F,1.71,76.5
M,1.58,55.4
M,1.83,90.1
F,1.8,85.1
F,1.85,85.9
F,1.64,77.4
F,1.67,69.3
F,1.54,48.5
F,1.6,65.8
F,1.65,77.4
M,1.85,90.2
M,1.75,79.3
F,1.4,59.5
M,1.77,114.5
F,1.67,93.7
F,1.71,62.3
M,1.68,59.1
M,1.65,64.3
M,1.81,89.7
F,1.79,94.4
F,1.45,58.0
F,1.41,75.7
F,1.64,69.7
M,1.75,89.2
F,1.63,76.6
M,1.64,68.2
F,1.66,96.5
F,1.57,66.5
F,1.8,86.6
F,1.78,91.3
M,1.86,95.0
M,1.91,139.7
M,1.66,51.9
F,1.6,59.4
F,1.58,58.7
F,1.77,83.8
F,1.84,64.5
F,1.53,65.1
M,1.8,78.6
M,1.7,67.1
F,1.71,98.0
M,1.84,74.1
F,1.51,66.5
F,1.62,82.6
F,1.65,78.5
F,1.66,73.3
M,1.79,112.0
F,1.65,94.2
F,1.73,81.4
F,1.59,60.7
M,1.71,81.2
M,1.73,85.4
M,1.65,74.1
F,1.7,72.9
M,1.67,73.3
F,1.77,60.3
F,1.62,50.0
F,1.71,84.2
F,1.63,65.7
M,1.83,64.6
F,1.7,62.8
F,1.53,52.7
F,1.58,62.5
M,1.83,73.9
F,1.6,69.0
F,1.62,59.6
M,1.78,92.9
F,1.56,53.5
M,1.87,98.0
F,1.57,64.8
M,1.74,90.4
M,1.64,58.0
M,1.59,71.7
M,1.83,97.3
M,1.82,94.9
F,1.68,69.0
M,1.92,114.6
M,1.82,105.2
M,1.85,76.0
F,1.61,86.2
F,1.67,66.0
F,1.64,70.5
M,1.72,71.0
F,1.9,75.7
F,1.63,67.4
F,1.75,63.0
F,1.56,69.9
M,1.9,91.1
F,1.61,75.0
F,1.55,57.5
M,1.79,64.8
M,1.78,63.1
M,1.73,79.1
F,1.7,62.1
M,1.8,56.7
F,1.82,84.4
M,1.86,65.6
F,1.64,63.8
F,1.64,53.3
M,1.71,81.8
M,1.61,61.2
M,1.73,86.6
M,1.64,64.6
F,1.61,60.7
M,1.81,83.7
M,1.98,117.0
M,1.75,64.3
F,1.43,46.7
F,1.69,63.8
F,1.61,52.8
F,1.6,46.1
F,1.88,68.5
F,1.52,46.8
M,1.77,64.0
F,1.5,43.9
F,1.54,44.6
F,1.7,57.5
F,1.55,48.7
F,1.58,50.7
M,1.7,106.3
F,1.55,48.5
F,1.67,111.2
F,1.75,90.4
F,1.52,67.2
M,1.71,79.9
M,1.82,80.6
M,1.73,63.8
F,1.8,85.8
M,1.84,122.0
M,1.98,88.5
M,1.82,88.1
F,1.43,51.7
M,1.56,67.7
F,1.66,58.3
F,1.66,54.6
F,1.87,79.4
F,1.4,53.3
M,1.62,53.7
F,1.46,71.7
M,1.74,79.4
F,1.74,54.0
M,1.75,70.3
M,1.81,63.0
M,1.71,55.0
F,1.69,75.0
F,1.57,46.3
M,1.65,51.6
F,1.67,56.2
M,1.81,75.3
M,1.71,76.9
M,1.93,83.2
M,1.51,68.8
M,1.71,111.0
F,1.61,55.7
F,1.61,73.9
F,1.46,57.9
F,1.61,55.7
M,1.73,58.3
M,1.57,50.7
M,1.73,79.0
M,1.81,86.0
M,1.73,81.5
M,1.79,101.5
F,1.67,57.9
M,1.68,71.4
M,1.64,75.1
M,1.74,88.1
M,1.89,76.6
F,1.51,78.5
M,1.81,93.0
M,1.83,65.3
F,1.59,47.9
M,1.66,63.9
M,1.82,93.9
F,1.62,76.1
F,1.63,54.2
F,1.64,53.5
M,1.66,65.6
M,1.62,56.0
M,1.89,95.9
F,1.59,64.7
M,1.84,79.3
M,1.81,75.7
F,1.69,66.1
M,1.78,119.2
M,1.73,71.0
M,1.76,70.6
M,1.86,91.8
M,1.76,88.5
F,1.65,51.5
M,1.76,77.6
F,1.53,69.0
M,1.71,63.9
F,1.48,51.5
M,1.67,53.8
F,1.48,81.5
M,1.75,86.8
M,1.59,47.5
M,1.84,84.0
M,1.74,74.5
M,1.71,67.2
M,1.74,57.2
M,1.88,78.5
M,1.72,47.3
M,1.9,106.4
M,1.86,75.0
F,1.61,51.1
F,1.7,74.1
F,1.76,67.1
F,1.86,93.1
F,1.81,67.8
M,1.77,79.6
F,1.63,63.6
M,1.72,110.3
M,1.66,65.3
F,1.6,55.2
F,1.5,47.2
F,1.71,77.7
M,1.73,56.7
M,1.75,69.6
M,1.83,69.0
M,1.55,59.3
M,1.73,63.6
M,1.7,80.2
F,1.68,79.3
M,1.63,62.9
F,1.57,72.6
F,1.61,46.5
M,1.94,88.1
F,1.49,63.4
F,1.54,38.4
M,1.78,62.8
M,1.62,78.0
M,1.78,81.6
M,1.82,92.8
M,1.71,53.7
F,1.66,59.7
M,1.88,101.5
M,1.77,72.1
M,1.83,85.1
M,1.7,84.7
F,1.59,58.3
M,1.78,69.8
M,1.95,77.9
M,1.71,68.4
F,1.7,108.4
M,1.73,59.8
F,1.55,84.5
F,1.57,45.9
F,1.66,60.8
M,1.7,114.7
M,1.77,71.0
M,1.59,69.2
M,1.66,54.7
M,1.87,127.4
M,1.57,72.6
F,1.78,78.7
M,1.78,65.4
F,1.55,54.3
M,1.61,63.3
F,1.51,58.9
M,1.63,73.2
M,1.78,104.2
F,1.58,67.7
M,1.76,70.6
F,1.57,43.1
F,1.52,90.7
F,1.63,53.1
F,1.63,104.0
M,1.78,85.5
F,1.63,78.1
M,1.88,87.3
F,1.39,43.7
M,1.72,69.3
M,1.63,52.1
M,1.66,70.7
F,1.68,69.2
M,1.83,62.5
F,1.53,45.4
M,2.05,121.5
M,1.79,55.9
M,1.68,65.8
M,1.73,72.8
F,1.58,57.9
M,1.71,62.8
F,1.47,58.3
F,1.47,58.5
F,1.63,62.0
M,1.7,65.5
M,1.76,71.0
M,1.77,93.1
M,1.68,82.1
F,1.69,80.3
F,1.6,58.8
F,1.81,64.8
M,1.79,73.0
M,1.84,89.6
M,1.7,63.4
M,1.94,73.3
M,1.72,65.8
F,1.59,67.0
M,1.71,95.6
M,1.56,87.9
M,1.92,102.9
M,1.61,74.0
F,1.6,49.9
F,1.57,97.8
M,1.84,70.0
F,1.73,92.3
F,1.91,101.7
F,1.75,78.3
M,1.82,73.2
M,1.6,51.0
M,1.63,92.1
M,1.71,77.8
M,1.67,62.5
M,1.71,85.8
F,1.62,48.8
M,1.91,79.3
F,1.79,81.8
F,1.79,124.7
F,1.64,67.4
M,1.61,48.1
F,1.45,54.4
M,1.85,82.7
F,1.65,66.4
M,1.83,83.0
F,1.71,69.3
F,1.59,54.0
F,1.52,45.2
M,1.77,119.0
M,1.69,56.4
F,1.65,68.4
F,1.55,60.9
F,1.6,72.9
F,1.49,45.4
M,1.91,69.1
M,1.68,112.0
F,1.69,102.8
F,1.6,72.8
F,1.66,56.8
M,1.82,71.4
F,1.48,62.8
M,1.87,103.7
F,1.69,74.3
M,1.77,73.1
F,1.61,52.6
F,1.68,71.4
F,1.65,59.0
M,1.7,94.5
M,1.68,84.3
M,1.57,72.9
M,1.7,63.5
M,1.42,38.1
F,1.6,97.4
M,1.59,91.3
F,1.57,51.4
M,1.83,97.7
M,1.74,93.0
F,1.76,76.4
M,1.84,125.9
F,1.57,88.1
M,1.56,71.7
F,1.53,60.0
M,1.8,71.9
M,2.06,108.8
M,1.68,57.5
M,1.79,75.0
M,1.9,94.6
M,1.8,75.3
F,1.72,88.3
M,1.72,74.7
M,1.59,54.8
M,1.78,63.1
M,1.8,67.9
F,1.86,77.0
F,1.69,88.2
M,2.01,93.1
M,1.79,85.9
M,1.8,79.6
M,1.81,92.3
M,1.69,85.1
M,1.83,89.1
F,1.63,57.7
M,1.83,82.7
M,1.84,74.7
F,1.53,49.6
M,1.91,99.0
F,1.54,50.7
F,1.65,67.5
M,1.64,80.3
M,1.86,81.8
M,1.69,62.8
M,1.77,89.7
F,1.76,73.9
F,1.49,51.5
F,1.59,62.7
F,1.67,53.2
F,1.69,76.4
F,1.59,48.2
F,1.66,53.2
M,1.62,65.8
M,1.55,61.1
M,1.52,43.8
M,1.63,50.4
F,1.65,68.5
F,1.55,94.3
F,1.64,64.1
M,1.8,83.2
F,1.61,73.8
F,1.54,45.0
F,1.7,81.2
M,1.86,64.9
M,1.66,71.1
F,1.58,65.9
M,1.87,86.2
F,1.77,63.7
M,1.91,68.7
M,1.7,67.0
F,1.43,34.8
F,1.54,66.6
F,1.46,64.4
M,1.75,57.3
M,1.64,65.1
M,1.88,85.0
M,1.92,82.6
M,1.92,69.1
M,1.64,94.5
M,1.74,77.1
F,1.85,79.1
M,1.86,122.4
M,1.85,87.3
F,1.67,83.2
F,1.74,85.9
M,1.75,81.4
M,1.89,80.8
F,1.58,71.3
M,1.73,73.0
M,1.84,99.3
F,1.52,87.8
F,1.6,57.9
M,1.56,68.9
F,1.65,61.7
F,1.63,49.5
F,1.62,74.1
M,1.61,58.1
F,1.6,102.1
M,1.69,59.2
M,1.63,63.5
F,1.69,64.1
M,1.7,59.9
M,1.65,58.4
F,1.62,81.3
F,1.79,82.2
F,1.64,60.8
F,1.52,50.6
M,1.75,85.5
M,1.85,74.7
F,1.77,60.1
F,1.81,67.1
F,1.6,60.2
M,1.86,66.1
F,1.65,69.4
M,1.62,55.3
M,1.81,69.5
M,1.75,57.0
F,1.75,70.8
M,1.88,87.3
M,1.8,68.1
M,2.03,83.9
M,1.71,49.4
F,1.45,59.1
M,1.92,133.0
F,1.83,63.9
F,1.51,47.2
M,1.83,81.2
F,1.61,57.0
F,1.51,50.3
M,1.71,55.3
M,1.75,84.2
M,1.75,61.8
M,1.66,57.8
M,1.7,91.4
F,1.61,62.2
M,1.87,66.2
F,1.65,48.9
M,1.73,61.0
F,1.61,58.7
M,1.98,102.9
M,1.63,66.0
M,1.71,73.2
F,1.71,54.3
F,1.46,50.9
F,1.56,64.1
M,1.79,121.2
F,1.54,46.9
F,1.72,86.8
F,1.68,54.4
M,1.68,58.0
F,1.62,103.3
F,1.56,74.4
M,1.7,59.0
F,1.6,62.7
M,1.67,52.4
M,1.9,98.0
F,1.6,87.9
M,1.87,67.9
M,1.53,47.4
F,1.73,63.3
F,1.59,67.6
F,1.62,63.3
M,1.82,94.7
F,1.69,80.1
M,1.93,98.7
F,1.66,75.0
F,1.51,85.7
M,1.64,71.0
F,1.7,59.1
M,1.94,71.5
F,1.88,65.9
M,1.81,65.7
M,1.77,64.5
F,1.72,76.3
M,1.67,68.7
F,1.63,64.2
M,1.5,58.7
F,1.6,54.2
F,1.6,68.8
F,1.7,68.0
M,1.79,88.3
M,1.69,97.7
F,1.49,44.6
F,1.6,64.3
M,1.76,74.0
M,1.59,64.6
F,1.73,63.1
F,1.78,58.6
M,1.67,80.2
M,1.73,96.0
F,1.56,61.7
F,1.56,50.8
F,1.52,48.2
F,1.59,47.2
F,1.86,92.6
F,1.73,57.7
F,1.59,41.5
M,1.81,82.1
F,1.67,57.9
F,1.8,67.2
F,1.66,66.3
F,1.72,111.0
M,1.77,69.7
F,1.54,67.0
M,1.8,65.9
F,1.65,74.0
F,1.69,64.9
M,1.76,66.2
M,1.82,101.9
F,1.66,80.5
M,1.68,66.2
M,1.86,88.8
M,1.84,97.3
M,1.69,54.2
F,1.54,45.8
F,1.68,68.9
F,1.69,67.6
F,1.65,57.5
F,1.56,52.9
F,1.57,55.8
F,1.63,53.7
M,1.72,71.3
F,1.6,46.4
F,1.64,50.0
F,1.62,42.2
M,1.82,87.0
M,1.98,108.5
F,1.62,95.5
F,1.66,109.3
M,1.58,57.3
F,1.48,56.9
M,1.88,64.3
M,1.75,75.3
M,1.9,71.5
M,1.66,76.5
F,1.6,62.0
F,1.65,66.6
F,1.56,71.4
M,1.78,73.4
M,1.77,119.1
M,1.66,54.4
M,1.71,110.0
M,1.74,71.0
M,1.88,74.1
F,1.7,75.4
M,1.75,83.9
M,1.72,72.1
F,1.53,52.1
F,1.54,56.2
F,1.7,85.2
F,1.59,75.5
M,1.66,73.4
M,1.8,84.9
M,1.72,80.5
F,1.61,64.1
F,1.55,47.4
F,1.53,67.9
M,1.83,76.6
F,1.63,61.9
M,1.74,81.7
M,1.76,58.9
F,1.74,69.1
F,1.61,62.5
M,1.85,75.1
F,1.67,66.6
M,1.86,92.6
M,1.76,71.2
F,1.63,53.1
M,1.77,90.4
F,1.6,101.9
M,1.7,55.7
F,1.8,128.0
M,1.8,61.3
F,1.67,97.5
M,1.77,59.5
M,1.79,81.6
F,1.5,44.0
F,1.7,62.6
M,1.87,63.7
M,1.73,56.3
F,1.49,62.1
F,1.45,83.1
M,1.74,79.2
M,1.87,76.4
M,1.92,89.2
M,1.79,60.0
M,1.66,109.8
F,1.53,90.1
F,1.61,51.9
F,1.49,49.7
F,1.73,84.7
F,1.53,54.2
F,1.48,72.7
M,1.77,71.4
F,1.55,88.3
F,1.63,68.2
F,1.66,71.5
F,1.61,66.0
M,1.7,61.1
M,1.67,76.1
F,1.55,68.7
M,1.83,87.0
M,1.88,72.9
F,1.5,59.6
F,1.59,58.2
F,1.71,89.0
M,1.72,82.7
M,1.76,69.7
F,1.52,59.9
F,1.48,57.4
M,1.7,66.2
F,1.62,77.6
F,1.62,61.9
M,1.69,85.2
F,1.41,49.1
M,1.74,60.5
F,1.56,55.5
M,1.97,83.5
M,1.65,62.1
F,1.65,66.5
F,1.43,37.9
F,1.57,56.5
M,1.77,70.3
F,1.82,84.6
F,1.56,68.3
F,1.53,47.6
M,1.62,50.1
F,1.86,96.4
F,1.52,68.7
F,1.73,81.4
M,1.62,78.5
M,1.65,59.4
M,1.72,83.2
F,1.72,85.6
M,1.77,65.9
F,1.68,74.9
M,1.6,61.6
F,1.59,86.5
F,1.5,61.8
M,1.72,66.1
M,1.76,70.6
F,1.67,52.8
M,1.93,71.6
M,1.7,59.9
F,1.65,74.2
M,1.62,68.2
F,1.66,64.9
M,1.68,67.9
M,1.68,52.8
F,1.59,50.2
F,1.79,63.9
F,1.59,51.7
M,1.71,71.0
M,1.68,50.2
F,1.52,44.1
F,1.56,71.1
F,1.57,47.4
M,1.75,63.0
M,1.7,58.8
M,1.66,60.3
M,1.75,65.9
M,1.91,108.7
M,1.76,106.7
M,1.78,88.2
F,1.7,63.1
M,1.79,64.8
F,1.53,43.7
M,1.69,79.0
F,1.65,65.9
F,1.68,47.8
F,1.67,56.8
M,1.91,135.2
F,1.6,57.8
F,1.59,86.0
M,1.71,56.7
F,1.67,75.5
F,1.54,48.6
M,1.9,86.0
F,1.49,42.4
M,1.72,88.2
F,1.5,78.7
M,1.72,63.9
F,1.7,54.3
F,1.51,64.9
M,1.86,96.9
F,1.57,56.6
F,1.64,76.6
M,1.84,90.4
F,1.62,49.3
M,1.83,94.3
M,1.69,65.3
M,1.68,58.0
M,1.76,91.7
M,2.03,110.1
M,1.76,77.0
M,1.69,73.2
M,1.65,75.2
M,1.77,70.4
F,1.67,57.0
M,1.76,88.7
F,1.65,65.3
F,1.56,80.1
F,1.75,95.2
F,1.7,65.9
F,1.61,52.7
M,1.63,51.5
F,1.66,59.9
M,1.54,51.7
F,1.74,58.4
F,1.61,61.8
F,1.65,71.1
M,1.83,86.7
F,1.69,80.6
M,1.84,104.5
M,1.87,103.9
F,1.68,52.9
M,1.9,67.4
F,1.45,36.7
F,1.6,74.8
M,1.74,85.9
M,1.76,123.4
F,1.67,54.4
M,1.89,98.6
M,1.61,67.8
F,1.52,53.9
M,1.86,125.1
F,1.47,59.6
F,1.72,63.3
M,1.76,82.7
M,1.73,85.4
F,1.58,73.7
F,1.6,55.4
M,1.77,58.3
F,1.74,61.5
F,1.65,74.8
M,1.89,131.8
F,1.54,51.7
M,1.78,57.9
F,1.62,53.9
F,1.62,73.6
M,1.95,101.2
M,1.79,93.4
M,1.71,79.2
F,1.68,106.5
M,1.79,112.0
F,1.61,51.5
F,1.63,55.6
F,1.77,64.6
F,1.45,44.5
M,1.71,82.4
F,1.41,40.1
F,1.77,70.3
M,1.83,72.5
M,1.86,76.5
M,1.72,59.4
M,1.66,64.5
F,1.56,59.4
M,1.77,90.3
F,1.78,71.1
M,1.71,54.8
M,1.7,79.7
F,1.57,72.4
M,1.82,69.8
F,1.48,56.7
F,1.47,43.6
F,1.43,55.1
M,1.72,78.1
F,1.79,104.8
M,1.84,68.5
F,1.61,62.6
F,1.74,62.9
M,1.97,104.8
M,1.88,76.3
M,1.9,105.4
F,1.54,44.7
F,1.47,62.6
