sex,height,weight
M,1.58,67.1
M,1.77,92.6
F,1.66,78.0
F,1.61,51.5
F,1.65,51.4
F,1.7,84.6
M,1.73,56.4
M,1.74,60.0
M,1.83,80.4
F,1.65,54.4
M,1.74,97.9
F,1.65,53.2
F,1.59,55.8
M,1.76,65.2
F,1.64,65.0
F,1.74,111.6
M,1.82,89.5
M,1.67,68.7
M,1.67,85.6
M,1.71,78.7
F,1.63,68.7
M,1.84,91.9
F,1.62,49.4
F,1.56,70.9
M,1.91,100.2
F,1.7,54.8
F,1.57,68.4
F,1.56,55.2
M,1.79,77.5
M,1.74,69.5
F,1.51,61.6
F,1.6,57.2
F,1.67,100.3
M,1.73,74.5
M,1.72,60.4
F,1.7,69.8
M,1.73,69.6
M,1.88,77.6
M,1.77,69.3
M,1.71,105.4
F,1.57,70.6
F,1.66,68.1
F,1.62,62.3
M,1.82,70.8
F,1.68,52.6
F,1.55,58.7
F,1.69,72.2
F,1.48,41.5
M,1.83,94.1
M,1.7,46.3
M,1.8,66.1
M,1.72,86.6
F,1.7,82.7
F,1.74,67.7
M,1.83,65.6
M,1.85,90.4
F,1.71,72.6
M,1.88,84.7
M,1.8,86.5
M,1.62,97.9
M,1.65,62.8
F,1.79,71.2
M,1.84,77.6
M,1.72,49.2
M,1.8,111.9
F,1.56,69.4
M,1.68,57.4
F,1.7,59.4
M,1.89,72.5
F,1.55,64.2
F,1.54,74.5
F,1.53,58.2
F,1.59,53.3
M,1.72,62.7
M,1.79,59.3
M,1.8,80.4
F,1.6,47.5
M,1.66,76.8
M,1.72,81.2
M,1.62,70.0
F,1.67,70.8
M,1.81,62.8
F,1.47,44.3
M,1.8,79.3
F,1.6,67.9
M,1.77,74.8
F,1.62,77.4
M,1.75,63.6
M,1.78,65.5
M,1.82,97.5
M,1.65,63.7
M,1.6,75.1
M,1.76,78.3
M,1.91,144.0
F,1.64,52.0
F,1.7,72.6
M,1.81,110.9
F,1.63,92.6
M,2.03,119.6
M,1.73,104.6
F,1.84,77.0
F,1.57,54.8
F,1.55,77.2
F,1.63,59.4
F,1.76,83.7
M,1.76,84.3
F,1.5,49.6
F,1.57,73.2
M,1.79,104.5
F,1.86,97.2
M,1.79,92.7
M,1.72,78.7
M,1.69,86.8
M,1.73,72.7
M,1.75,68.2
F,1.61,56.1
F,1.38,38.7
M,1.81,86.0
F,1.63,103.3
F,1.61,81.7
M,1.82,62.2
F,1.5,53.5
M,1.68,63.7
F,1.52,48.0
M,1.68,80.0
F,1.66,58.1
M,1.75,84.4
M,1.63,60.7
M,1.74,96.1
F,1.55,52.7
M,1.79,77.6
M,1.72,69.8
F,1.65,61.4
F,1.68,61.4
M,1.81,70.5
F,1.7,79.7
F,1.63,56.9
F,1.57,72.8
F,1.69,74.2
F,1.64,52.1
F,1.54,58.6
F,1.72,74.7
F,1.65,73.6
F,1.7,64.4
M,1.62,68.2
F,1.46,57.6
F,1.61,74.1
M,1.82,71.6
F,1.7,75.7
F,1.42,72.0
F,1.59,71.5
M,1.84,98.2
F,1.52,59.5
M,1.54,52.4
M,1.65,108.1
F,1.51,65.2
F,1.85,101.0
F,1.71,56.4
F,1.57,70.9
M,1.66,109.9
F,1.71,75.1
F,1.63,86.6
F,1.65,78.1
M,1.64,59.5
F,1.7,66.9
M,1.85,71.2
F,1.65,49.3
M,1.6,69.3
M,1.75,75.0
F,1.49,63.3
M,1.93,88.7
M,1.89,75.4
F,1.82,83.4
F,1.55,50.6
F,1.56,40.9
M,1.84,101.1
F,1.74,60.1
F,1.91,98.7
M,1.74,87.6
F,1.64,51.3
F,1.73,87.5
M,1.87,99.3
M,1.52,45.7
M,1.81,87.4
M,1.73,63.2
F,1.65,72.0
F,1.64,53.1
F,1.7,58.8
F,1.56,62.4
F,1.56,60.9
F,1.45,45.4
M,1.75,69.7
F,1.72,60.6
F,1.54,45.2
F,1.77,66.8
M,1.9,63.7
M,1.78,93.4
M,1.55,68.5
M,1.85,86.7
M,1.89,85.2
M,1.86,78.9
M,1.75,107.7
M,1.73,81.8
F,1.49,84.2
M,1.77,81.0
F,1.53,52.2
F,1.63,68.2
M,1.57,50.9
F,1.54,48.6
M,1.61,59.5
F,1.69,59.9
M,1.8,71.8
M,1.83,67.1
M,1.82,75.0
F,1.54,86.0
F,1.54,50.8
M,1.95,106.3
F,1.45,49.9
M,1.83,67.1
M,1.73,58.3
M,1.69,87.7
F,1.69,57.7
F,1.46,43.6
F,1.56,67.8
F,1.76,73.9
F,1.73,48.0
F,1.67,98.6
M,1.74,74.1
M,1.85,86.3
F,1.77,71.2
M,1.79,93.6
M,1.79,82.1
F,1.65,50.4
F,1.54,61.1
F,1.62,64.9
M,1.75,59.9
F,1.73,59.9
M,1.75,71.9
M,1.84,92.6
M,1.68,54.6
M,1.71,75.1
M,1.69,56.6
F,1.77,74.3
M,1.89,76.8
M,1.87,69.3
F,1.67,56.0
F,1.61,61.3
F,1.78,66.8
M,1.87,74.7
F,1.6,69.7
M,1.79,56.1
M,1.71,74.7
F,1.68,62.7
M,1.74,81.9
F,1.68,55.9
M,1.66,76.5
M,1.55,54.3
M,1.7,72.4
M,1.75,79.7
F,1.52,48.8
F,1.52,62.7
F,1.53,56.8
M,1.6,63.6
F,1.62,71.9
M,1.74,76.7
F,1.62,50.9
F,1.6,74.8
F,1.57,53.2
M,1.89,125.8
M,1.94,88.3
F,1.48,48.4
F,1.43,42.1
M,1.72,83.9
F,1.73,77.7
F,1.63,57.3
F,1.61,51.5
F,1.57,56.1
F,1.7,54.7
F,1.6,61.0
M,1.66,73.2
M,1.79,72.6
F,1.63,57.2
M,1.73,88.2
M,1.61,51.6
F,1.53,45.9
F,1.56,48.3
M,1.71,58.8
F,1.43,65.9
F,1.68,64.5
M,1.67,79.7
F,1.69,57.2
F,1.57,93.1
F,1.67,79.9
M,1.64,68.8
F,1.64,97.3
F,1.91,77.3
M,1.73,71.8
M,1.73,58.5
M,1.85,63.5
F,1.85,65.6
F,1.6,60.1
M,1.8,88.9
F,1.55,57.3
M,1.91,97.0
M,1.72,48.2
F,1.78,66.5
M,1.83,80.3
M,1.67,99.4
F,1.6,46.7
M,1.55,69.2
F,1.7,80.7
F,1.44,60.9
M,1.81,93.8
M,1.72,82.9
F,1.63,63.2
F,1.47,47.5
M,1.68,78.6
F,1.61,76.1
F,1.5,60.4
F,1.55,59.8
M,1.97,97.8
M,1.82,123.9
M,1.79,92.1
F,1.61,52.4
M,1.77,89.2
M,1.65,61.6
F,1.67,72.0
F,1.78,78.0
M,1.52,89.4
F,1.7,72.7
M,1.62,76.5
M,1.85,69.8
M,1.87,104.1
M,1.76,105.2
F,1.54,57.2
F,1.74,72.4
F,1.68,82.0
F,1.58,65.6
F,1.75,93.1
F,1.66,54.4
M,1.56,63.8
F,1.56,52.5
F,1.65,63.8
F,1.6,60.3
F,1.51,69.0
M,1.62,88.7
M,1.84,85.7
F,1.69,70.1
M,1.7,77.3
M,1.97,86.9
M,1.63,49.4
F,1.58,48.0
F,1.6,50.8
F,1.46,49.6
F,1.74,80.5
F,1.64,52.8
M,1.74,112.4
F,1.62,60.6
F,1.67,54.8
F,1.66,76.1
F,1.59,78.9
F,1.49,71.1
F,1.95,89.4
F,1.69,84.3
M,1.88,68.8
F,1.77,69.2
F,1.48,41.5
M,1.73,61.6
M,1.74,78.6
F,1.71,57.7
M,1.75,96.8
M,1.79,87.7
F,1.74,75.0
M,1.89,98.7
M,1.81,71.1
M,1.76,66.9
F,1.49,54.6
F,1.72,77.0
F,1.78,77.0
M,1.99,99.8
M,1.74,108.9
M,1.75,73.7
M,1.83,82.6
M,1.82,89.5
F,1.68,76.6
M,1.74,76.4
M,1.82,69.3
F,1.67,56.8
F,1.64,67.5
M,1.84,96.7
F,1.44,53.1
F,1.57,46.8
M,1.78,61.0
M,1.9,106.7
F,1.56,45.6
F,1.56,58.4
F,1.8,76.4
M,1.88,105.6
M,1.7,81.9
F,1.65,88.6
M,1.72,72.3
F,1.88,68.9
F,1.63,77.8
F,1.6,47.5
F,1.59,46.9
M,1.72,56.6
M,1.77,76.6
F,1.76,70.6
F,1.65,79.6
F,1.58,58.2
M,1.64,48.6
F,1.82,81.2
F,1.56,67.3
M,1.74,86.7
M,1.8,116.7
M,1.78,73.9
F,1.62,73.3
F,1.72,101.2
M,1.78,75.1
M,1.73,78.7
F,1.55,71.4
F,1.62,51.1
F,1.46,58.2
F,1.55,48.1
F,1.7,71.8
F,1.68,83.2
M,1.71,82.1
F,1.83,108.6
M,1.7,58.6
F,1.65,51.8
M,1.65,74.1
F,1.73,83.0
M,1.72,73.5
F,1.53,72.4
F,1.56,70.7
M,1.87,71.9
M,1.76,60.8
M,1.74,89.8
F,1.69,70.1
M,1.79,93.8
M,1.99,74.7
F,1.71,60.0
M,1.66,72.0
M,1.73,82.2
F,1.79,79.1
F,1.74,85.9
F,1.75,71.7
M,1.69,81.5
M,1.73,71.4
M,1.69,65.9
M,1.62,65.7
F,1.61,54.6
M,1.79,84.3
F,1.74,67.6
M,1.92,77.9
F,1.55,51.2
M,1.76,96.7
M,1.81,82.0
M,1.66,68.6
M,1.83,87.5
M,1.74,65.2
M,1.83,78.2
F,1.83,60.6
M,1.74,112.9
F,1.6,59.5
F,1.66,59.8
F,1.7,72.5
F,1.72,67.5
F,1.47,48.7
F,1.56,53.0
M,1.84,100.1
F,1.74,79.8
M,1.75,60.7
M,1.71,65.2
F,1.56,92.5
F,1.43,52.8
F,1.47,53.1
M,1.68,54.1
M,1.52,59.7
M,1.99,78.5
F,1.77,71.6
M,1.9,93.5
M,1.69,82.0
M,1.89,70.3
M,1.82,84.8
F,1.64,74.6
F,1.65,59.1
M,1.66,74.4
F,1.4,52.6
M,1.62,48.3
F,1.59,71.1
M,1.59,61.1
M,1.87,81.8
F,1.68,99.4
M,1.86,83.2
F,1.82,84.3
F,1.5,89.3
M,1.93,88.6
F,1.69,65.5
M,1.59,61.2
F,1.65,72.6
F,1.67,63.7
F,1.69,60.2
M,1.68,64.0
M,1.7,76.3
M,1.73,66.0
M,1.66,54.9
F,1.48,63.5
F,1.59,74.7
M,1.9,61.6
M,1.75,90.7
F,1.49,50.3
F,1.5,88.9
M,1.66,87.5
F,1.58,45.9
M,2.02,139.6
F,1.8,68.0
F,1.61,50.2
F,1.71,89.9
M,1.67,62.6
M,1.72,88.1
F,1.7,70.7
F,1.61,71.8
F,1.58,64.9
M,1.75,69.5
M,1.66,65.0
F,1.65,80.0
F,1.68,61.0
M,1.68,75.3
M,1.95,136.0
F,1.56,51.0
M,1.78,66.8
M,1.79,76.7
M,1.73,74.4
M,1.96,97.9
M,1.75,62.1
F,1.54,59.9
F,1.59,61.4
M,1.47,62.1
M,1.65,74.8
M,1.81,77.9
F,1.64,74.7
M,1.84,78.5
M,1.75,83.9
M,1.7,98.0
F,1.66,76.3
M,1.83,98.9
M,1.68,66.1
M,1.64,64.7
M,1.69,76.3
M,1.58,69.0
M,1.82,74.7
M,1.62,59.8
F,1.74,68.3
F,1.53,67.5
M,1.81,112.2
F,1.46,38.5
M,1.65,79.5
M,1.73,83.3
M,1.83,64.7
F,1.64,73.7
F,1.62,59.6
M,1.94,83.2
F,1.58,55.2
M,1.67,81.8
F,1.69,91.2
F,1.8,54.3
F,1.62,43.5
F,1.74,62.7
F,1.73,88.9
M,1.8,68.3
M,2.07,100.2
F,1.65,55.5
M,1.79,67.4
F,1.55,56.2
F,1.77,79.3
F,1.71,80.1
M,1.67,68.7
M,1.85,124.9
F,1.65,51.4
M,1.72,63.2
M,1.92,79.4
M,1.74,94.5
M,1.66,65.2
M,1.73,64.1
M,1.7,56.0
F,1.78,83.2
M,1.83,92.8
M,1.8,92.4
F,1.57,58.7
M,1.85,59.8
M,1.77,99.9
F,1.77,91.4
M,1.76,78.1
M,1.84,81.7
F,1.73,58.7
M,1.71,60.4
M,1.63,93.7
M,1.76,92.1
M,1.58,66.8
F,1.65,70.9
F,1.53,65.4
